bootstrap_sample_percent,low,high
1,-0.06989120703482973,0.2127478841363657
3,-0.012199110470110092,0.15034448829465552
10,0.024781048479366703,0.13300805917463854
31,0.04822580530422631,0.10471485099282933
100,0.06197179199858465,0.0930361715318512
