bootstrap_sample_percent,low,high
1,0.4920381210350626,0.6531772834367189
3,0.5242684192030254,0.6210564856460117
10,0.5469867479350924,0.6058798011161528
31,0.564099738100825,0.591444216347532
100,0.5700894668258666,0.5850030085565839
