bootstrap_sample_percent,low,high
1,0.34319618950007047,0.4929151804035449
3,0.35860952007832647,0.45024921072243596
10,0.38721761812921895,0.4374701135343855
31,0.3928191571435611,0.4240582662529876
100,0.40322960480577436,0.41942002847743887
