bootstrap_sample_percent,low,high
1,0.5390915918005001,0.6768293117383404
3,0.5648230854549074,0.639159205601841
10,0.5822741449525812,0.6231179236735571
31,0.5913489958205322,0.6177356502176027
100,0.5965988670134346,0.6090806229753722
